Position,Probability
-20.0,0.9999999999999998
-19.919839679358716,0.9999999999999998
-19.839679358717436,0.9999999999999997
-19.759519038076153,0.9999999999999997
-19.67935871743487,0.9999999999999996
-19.599198396793586,0.9999999999999998
-19.519038076152306,0.9999999999999998
-19.438877755511022,0.9999999999999998
-19.35871743486974,0.9999999999999997
-19.278557114228455,0.9999999999999997
-19.198396793587175,0.9999999999999998
-19.118236472945892,0.9999999999999997
-19.03807615230461,0.9999999999999998
-18.95791583166333,0.9999999999999998
-18.877755511022045,0.9999999999999997
-18.79759519038076,0.9999999999999998
-18.717434869739478,0.9999999999999998
-18.637274549098198,0.9999999999999998
-18.557114228456914,0.9999999999999998
-18.47695390781563,0.9999999999999997
-18.39679358717435,0.9999999999999998
-18.316633266533067,0.9999999999999997
-18.236472945891784,0.9999999999999998
-18.1563126252505,0.9999999999999998
-18.07615230460922,0.9999999999999998
-17.995991983967937,0.9999999999999998
-17.915831663326653,0.9999999999999998
-17.83567134268537,0.9999999999999998
-17.75551102204409,0.9999999999999998
-17.675350701402806,0.9999999999999998
-17.595190380761522,0.9999999999999998
-17.51503006012024,0.9999999999999997
-17.43486973947896,0.9999999999999997
-17.354709418837675,0.9999999999999997
-17.274549098196392,0.9999999999999997
-17.194388777555112,0.9999999999999997
-17.11422845691383,0.9999999999999998
-17.034068136272545,0.9999999999999998
-16.95390781563126,0.9999999999999998
-16.87374749498998,0.9999999999999998
-16.793587174348698,0.9999999999999998
-16.713426853707414,0.9999999999999998
-16.633266533066134,0.9999999999999998
-16.55310621242485,0.9999999999999998
-16.472945891783567,0.9999999999999998
-16.392785571142284,0.9999999999999998
-16.312625250501004,0.9999999999999998
-16.23246492985972,0.9999999999999998
-16.152304609218437,0.9999999999999997
-16.072144288577153,0.9999999999999998
-15.991983967935873,0.9999999999999998
-15.91182364729459,0.9999999999999998
-15.831663326653306,0.9999999999999997
-15.751503006012024,0.9999999999999997
-15.671342685370742,0.9999999999999997
-15.591182364729459,0.9999999999999997
-15.511022044088175,0.9999999999999998
-15.430861723446894,0.9999999999999998
-15.350701402805612,0.9999999999999998
-15.270541082164328,0.9999999999999998
-15.190380761523047,0.9999999999999998
-15.110220440881765,1.0
-15.030060120240481,0.9999999999999998
-14.949899799599198,0.9999999999999998
-14.869739478957916,0.9999999999999997
-14.789579158316634,0.9999999999999998
-14.70941883767535,0.9999999999999998
-14.629258517034067,0.9999999999999998
-14.549098196392785,0.9999999999999998
-14.468937875751504,0.9999999999999998
-14.38877755511022,0.9999999999999998
-14.308617234468938,0.9999999999999998
-14.228456913827657,0.9999999999999998
-14.148296593186373,0.9999999999999998
-14.06813627254509,0.9999999999999998
-13.987975951903808,0.9999999999999998
-13.907815631262526,0.9999999999999997
-13.827655310621243,0.9999999999999998
-13.747494989979959,0.9999999999999998
-13.667334669338677,0.9999999999999998
-13.587174348697395,0.9999999999999998
-13.507014028056112,0.9999999999999998
-13.42685370741483,0.9999999999999998
-13.346693386773548,0.9999999999999998
-13.266533066132265,0.9999999999999998
-13.186372745490981,0.9999999999999997
-13.1062124248497,0.9999999999999997
-13.026052104208418,0.9999999999999997
-12.945891783567134,0.9999999999999998
-12.86573146292585,0.9999999999999998
-12.785571142284569,0.9999999999999998
-12.705410821643287,0.9999999999999998
-12.625250501002004,0.9999999999999998
-12.545090180360722,1.0
-12.46492985971944,0.9999999999999998
-12.384769539078157,0.9999999999999998
-12.304609218436873,0.9999999999999998
-12.224448897795591,0.9999999999999997
-12.14428857715431,0.9999999999999998
-12.064128256513026,0.9999999999999998
-11.983967935871744,0.9999999999999998
-11.90380761523046,0.9999999999999998
-11.823647294589179,0.9999999999999997
-11.743486973947896,0.9999999999999998
-11.663326653306614,0.9999999999999998
-11.58316633266533,0.9999999999999998
-11.503006012024048,0.9999999999999998
-11.422845691382767,0.9999999999999997
-11.342685370741483,1.0
-11.262525050100201,0.9999999999999998
-11.182364729458918,0.9999999999999998
-11.102204408817636,0.9999999999999998
-11.022044088176353,0.9999999999999998
